date,airline,flight_number,origin,destination,origin_country,destination_country,aircraft_type,passengers_affected,reason,data_source
2026-03-09,Qatar Airways,QR7819,Riyadh,Amman,Saudi Arabia,Jordan,Airbus A350-900,317,Government travel ban,Simulated — scaled from verified sample
2026-03-09,Qatar Airways,QR3121,Doha,Sydney,Qatar,Australia,Boeing 787-10 Dreamliner,251,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,Qatar Airways,QR1348,Doha,London,Qatar,UK,Airbus A330-300,357,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,Qatar Airways,QR2335,Islamabad,Frankfurt,Pakistan,Germany,Airbus A340-600,444,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Qatar Airways,QR2738,Abu Dhabi,Tehran,UAE,Iran,Boeing 737-800,368,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,Qatar Airways,QR9334,Singapore,Doha,Singapore,Qatar,Airbus A330-300,217,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Qatar Airways,QR1651,New York,Mumbai,USA,India,Airbus A350-900,324,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,Qatar Airways,QR1583,Delhi,Bahrain,India,Bahrain,Boeing 787-10 Dreamliner,246,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Saudi Arabian Airlines,SA3705,London,Bahrain,UK,Bahrain,Airbus A350-900,184,Fuel supply disruption,Original sample data
2026-03-09,Saudi Arabian Airlines,SV6282,Lahore,Beijing,Pakistan,China,Boeing 737-800,301,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,Saudi Arabian Airlines,SV2205,New York,Islamabad,USA,Pakistan,Airbus A340-600,297,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,Saudi Arabian Airlines,SV4163,Riyadh,Paris,Saudi Arabia,France,Airbus A380-800,244,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,Saudi Arabian Airlines,SV1890,London,Delhi,UK,India,Airbus A330-300,371,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Saudi Arabian Airlines,SV2225,Dubai,Paris,UAE,France,Boeing 737-800,179,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-09,Saudi Arabian Airlines,SV1579,Islamabad,Doha,Pakistan,Qatar,Airbus A320neo,304,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-09,Saudi Arabian Airlines,SV2303,Sydney,Singapore,Australia,Singapore,Boeing 737 MAX 8,330,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,Saudi Arabian Airlines,SV8973,Abu Dhabi,Tehran,UAE,Iran,Airbus A330-300,226,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Singapore Airlines,SI422,Riyadh,Cairo,Saudi Arabia,Egypt,Airbus A320neo,257,Security risk — conflict zone,Original sample data
2026-03-09,Singapore Airlines,SI5200,Kuwait City,Cairo,Kuwait,Egypt,Boeing 737 MAX 8,149,Crew safety — company policy,Original sample data
2026-03-09,Singapore Airlines,SI7484,London,Cairo,UK,Egypt,Airbus A340-600,225,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-09,Singapore Airlines,SI3147,Paris,Amman,France,Jordan,Airbus A340-600,357,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-09,Singapore Airlines,SI2595,Riyadh,Singapore,Saudi Arabia,Singapore,Airbus A321neo,342,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,Singapore Airlines,SI7018,Dubai,Frankfurt,UAE,Germany,Airbus A320neo,436,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-09,Singapore Airlines,SI5536,Riyadh,Cairo,Saudi Arabia,Egypt,Airbus A330-300,159,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-09,Singapore Airlines,SI7342,Abu Dhabi,London,UAE,UK,Airbus A380-800,349,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-09,Singapore Airlines,SI1949,Istanbul,Bahrain,Turkey,Bahrain,Airbus A340-600,235,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-09,Singapore Airlines,SI9907,London,Los Angeles,UK,USA,Airbus A321neo,298,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-09,Singapore Airlines,SI8111,Bahrain,London,Bahrain,UK,Airbus A330-300,86,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-09,Singapore Airlines,SI4812,Tehran,Mumbai,Iran,India,Boeing 777-200LR,150,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-09,Singapore Airlines,SI6596,Singapore,Doha,Singapore,Qatar,Airbus A380-800,314,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-09,Singapore Airlines,SI4005,Abu Dhabi,Mumbai,UAE,India,Boeing 737-800,437,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,Singapore Airlines,SI8185,Washington,Muscat,USA,Oman,Boeing 737 MAX 8,366,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Thai Airways,TH5267,Mumbai,Paris,India,France,Boeing 777-200LR,334,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,Thai Airways,TH3270,Doha,Bahrain,Qatar,Bahrain,Airbus A320neo,292,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-09,Thai Airways,TH5500,Abu Dhabi,Moscow,UAE,Russia,Boeing 737-800,185,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-09,Thai Airways,TH6395,Abu Dhabi,New York,UAE,USA,Boeing 737-800,89,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,Thai Airways,TH5422,Istanbul,Mumbai,Turkey,India,Boeing 787-9 Dreamliner,334,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-09,Thai Airways,TH4731,Frankfurt,Riyadh,Germany,Saudi Arabia,Airbus A380-800,333,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-09,Turkish Airlines,TU9826,Moscow,Tehran,Russia,Iran,Boeing 787-9 Dreamliner,171,Airspace closure — NOTAM,Original sample data
2026-03-09,Turkish Airlines,TU371,London,Abu Dhabi,UK,UAE,Boeing 737-800,357,Fuel supply disruption,Original sample data
2026-03-09,Turkish Airlines,TU9775,Kuwait City,London,Kuwait,UK,Airbus A330-300,163,Government travel ban,Original sample data
2026-03-09,Turkish Airlines,TU4224,Dubai,Paris,UAE,France,Boeing 737 MAX 8,315,Airport closure — military activity,Original sample data
2026-03-09,Turkish Airlines,TK2698,Lahore,Abu Dhabi,Pakistan,UAE,Boeing 737 MAX 8,138,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,Turkish Airlines,TK8276,Istanbul,Doha,Turkey,Qatar,Boeing 737 MAX 8,80,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,Turkish Airlines,TK6861,London,Cairo,UK,Egypt,Airbus A380-800,195,Government travel ban,Simulated — scaled from verified sample
2026-03-09,Turkish Airlines,TK5351,Cairo,Muscat,Egypt,Oman,Airbus A321neo,287,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,Turkish Airlines,TK1870,Dubai,London,UAE,UK,Airbus A320neo,114,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,Turkish Airlines,TK5153,Tehran,Cairo,Iran,Egypt,Boeing 787-10 Dreamliner,276,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,Turkish Airlines,TK7820,Beijing,Paris,China,France,Boeing 777-300ER,429,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,Turkish Airlines,TK9516,Dubai,Kuwait City,UAE,Kuwait,Airbus A321neo,272,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,Turkish Airlines,TK4347,Mumbai,Cairo,India,Egypt,Airbus A340-600,285,Government travel ban,Simulated — scaled from verified sample
2026-03-09,Turkish Airlines,TK1528,Riyadh,Dubai,Saudi Arabia,UAE,Airbus A350-900,450,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Turkish Airlines,TK1973,Dubai,Beijing,UAE,China,Airbus A320neo,80,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Turkish Airlines,TK2258,Sydney,Cairo,Australia,Egypt,Airbus A350-900,254,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Turkish Airlines,TK3325,Cairo,Abu Dhabi,Egypt,UAE,Boeing 777-200LR,257,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-09,Turkish Airlines,TK9646,Los Angeles,Cairo,USA,Egypt,Airbus A320neo,230,Government travel ban,Simulated — scaled from verified sample
2026-03-09,Turkish Airlines,TK7862,Riyadh,Abu Dhabi,Saudi Arabia,UAE,Airbus A340-600,275,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-09,Turkish Airlines,TK7591,Delhi,Dubai,India,UAE,Boeing 787-10 Dreamliner,105,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,United Airlines,UN3111,Karachi,Paris,Pakistan,France,Airbus A320neo,80,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-09,United Airlines,UN5505,Los Angeles,Dubai,USA,UAE,Airbus A320neo,287,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,United Airlines,UN3073,Dubai,London,UAE,UK,Boeing 787-9 Dreamliner,384,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,United Airlines,UN7923,Doha,Singapore,Qatar,Singapore,Boeing 787-10 Dreamliner,256,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,United Airlines,UN4268,Los Angeles,Dubai,USA,UAE,Boeing 777-200LR,382,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,United Airlines,UN1911,London,Islamabad,UK,Pakistan,Airbus A380-800,227,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,United Airlines,UN4115,Karachi,Tehran,Pakistan,Iran,Boeing 737-800,114,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,United Airlines,UN1369,Dubai,Amman,UAE,Jordan,Airbus A330-300,223,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-09,United Airlines,UN7294,Abu Dhabi,Lahore,UAE,Pakistan,Boeing 737-800,94,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-09,United Airlines,UN9305,Karachi,Doha,Pakistan,Qatar,Boeing 787-9 Dreamliner,377,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,United Airlines,UN2196,Dubai,Amman,UAE,Jordan,Airbus A320neo,105,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,United Airlines,UN6795,Abu Dhabi,Doha,UAE,Qatar,Airbus A380-800,193,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,flydubai,FL6260,Delhi,Dubai,India,UAE,Boeing 777-300ER,134,Diplomatic advisory — do not fly,Original sample data
2026-03-09,flydubai,FZ8448,Doha,Amman,Qatar,Jordan,Boeing 737-800,361,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-09,flydubai,FZ1535,Dubai,Doha,UAE,Qatar,Airbus A340-600,203,Government travel ban,Simulated — scaled from verified sample
2026-03-09,flydubai,FZ1189,Dubai,Islamabad,UAE,Pakistan,Airbus A340-600,276,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-09,flydubai,FZ1490,Delhi,London,India,UK,Airbus A340-600,274,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,flydubai,FZ6803,Riyadh,London,Saudi Arabia,UK,Boeing 777-200LR,285,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-09,flydubai,FZ4943,Riyadh,Paris,Saudi Arabia,France,Airbus A350-900,139,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,flydubai,FZ9046,Cairo,Islamabad,Egypt,Pakistan,Boeing 737-800,345,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,flydubai,FZ2507,Singapore,Karachi,Singapore,Pakistan,Airbus A350-900,104,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,flydubai,FZ3160,Islamabad,Tehran,Pakistan,Iran,Airbus A330-300,330,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,flydubai,FZ6929,Los Angeles,Paris,USA,France,Airbus A340-600,161,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-09,flydubai,FZ3494,Lahore,Cairo,Pakistan,Egypt,Boeing 787-9 Dreamliner,208,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-10,Air Arabia,AI6763,Dubai,Istanbul,UAE,Turkey,Boeing 777-200LR,157,Insurance restriction — war zone,Original sample data
2026-03-10,Air Arabia,G91747,London,Doha,UK,Qatar,Boeing 777-300ER,216,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-10,Air Arabia,G91553,New York,Doha,USA,Qatar,Airbus A380-800,268,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-10,Air Arabia,G97017,Lahore,Abu Dhabi,Pakistan,UAE,Boeing 777-200LR,140,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-10,Air Arabia,G95587,London,Dubai,UK,UAE,Airbus A380-800,112,Government travel ban,Simulated — scaled from verified sample
2026-03-10,Air Arabia,G91174,Paris,London,France,UK,Boeing 737 MAX 8,167,Government travel ban,Simulated — scaled from verified sample
2026-03-10,Air Arabia,G95570,Abu Dhabi,Cairo,UAE,Egypt,Boeing 787-9 Dreamliner,266,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-10,Air Arabia,G98648,Istanbul,Dubai,Turkey,UAE,Boeing 737 MAX 8,292,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-10,Air Arabia,G95138,Sydney,Muscat,Australia,Oman,Airbus A321neo,91,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-10,Air Arabia,G96226,Karachi,Cairo,Pakistan,Egypt,Airbus A320neo,238,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-10,Air Arabia,G98758,Tehran,Doha,Iran,Qatar,Airbus A330-300,189,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-10,Air Arabia,G91385,Washington,Delhi,USA,India,Boeing 787-9 Dreamliner,325,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-10,Air Arabia,G97257,London,Doha,UK,Qatar,Airbus A380-800,278,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-10,Air Arabia,G95690,Islamabad,Abu Dhabi,Pakistan,UAE,Boeing 777-200LR,375,Government travel ban,Simulated — scaled from verified sample
2026-03-10,Air Arabia,G97066,Beirut,London,Lebanon,UK,Airbus A380-800,80,Government travel ban,Simulated — scaled from verified sample
2026-03-10,Air Arabia,G93459,Dubai,Kuwait City,UAE,Kuwait,Airbus A340-600,166,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-10,Air Arabia,G94191,Muscat,Lahore,Oman,Pakistan,Boeing 777-200LR,187,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-10,Air France,AI3596,Paris,Beirut,France,Lebanon,Airbus A330-300,430,Airspace closure — NOTAM,Original sample data
2026-03-10,Air France,AI3186,Doha,London,Qatar,UK,Airbus A321neo,431,Government travel ban,Original sample data
2026-03-10,Air France,AI8925,Bahrain,Dubai,Bahrain,UAE,Airbus A340-600,230,Diplomatic advisory — do not fly,Original sample data
2026-03-10,Air France,AF3918,Los Angeles,Tehran,USA,Iran,Airbus A350-900,191,Government travel ban,Simulated — scaled from verified sample
2026-03-10,Air France,AF1639,Cairo,New York,Egypt,USA,Airbus A340-600,438,Government travel ban,Simulated — scaled from verified sample
2026-03-10,Air France,AF1151,Sydney,Islamabad,Australia,Pakistan,Airbus A340-600,344,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-10,Air France,AF6409,Beirut,Abu Dhabi,Lebanon,UAE,Airbus A321neo,234,Government travel ban,Simulated — scaled from verified sample
2026-03-10,Air France,AF6991,London,Kuwait City,UK,Kuwait,Boeing 737-800,250,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-10,Air France,AF9938,Mumbai,Paris,India,France,Boeing 787-9 Dreamliner,198,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-10,Air France,AF8639,Karachi,Riyadh,Pakistan,Saudi Arabia,Airbus A380-800,276,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-10,Air France,AF4575,Dubai,Doha,UAE,Qatar,Boeing 737 MAX 8,287,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-10,Air France,AF8785,Doha,Dubai,Qatar,UAE,Airbus A380-800,239,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-10,Air France,AF7165,Abu Dhabi,Lahore,UAE,Pakistan,Airbus A330-300,329,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-10,Air France,AF6215,Abu Dhabi,Mumbai,UAE,India,Boeing 737-800,127,Government travel ban,Simulated — scaled from verified sample
2026-03-10,Air France,AF2265,Istanbul,Delhi,Turkey,India,Boeing 737-800,332,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-10,Air France,AF5804,Tehran,London,Iran,UK,Boeing 777-300ER,321,Insurance restriction — war zone,Simulated — scaled from verified sample
